Best individual,Fitness value,Dimention,Number of elite members,Maximum absolute value a mutated gene can have,Probability for mutating an individual
"[1.196709776841402, 0.6073339848429309, 61.899853009168, 25.17433352606397]","(7171.31636022135,)",4,4,0.4,0.05
"[1.255586204779247, 0.6202904366274699, 64.95797903452582, 11.156679602807413]","(7307.662723199551,)",4,4,0.4,0.1
"[1.2158435898123938, 0.6019031850753204, 62.97893143050862, 20.036777669466332]","(7140.773506885171,)",4,4,0.4,0.2
