Best individual,Fitness value,Dimention,InertiaFactor,SocialFactor,PersonalFactor
"(235747.0830795704,)","[-1.3854994557142732, -10.294211522444428, -10637450.055903077, -190.21756551253594]",4,0.0,0.5,0.5
"(145520.88630669864,)","[-0.015122707074460395, -64.60988215702841, -72.34415723290294, -113.14258059262986]",4,0.37,0.5,0.5
"(6043.52205612292,)","[-1.1102230246251565e-16, -2.220446049250313e-16, 0.0, -92.46109459852349]",4,0.74,0.5,0.5
