Best individual,Fitness value,Dimention,InertiaFactor,SocialFactor,PersonalFactor
"(217047.6869721785,)","[-0.0978507067100538, -55.61054340292653, -8045.269675372634, -106.30410144306524]",4,0.37,0.5,0.5
"(107778.5433734101,)","[-0.00024292634110689715, -1.1873782745919215e-07, -140865.09984656936, -77.65279727813737]",4,0.37,1.0,0.5
"(5988.981926590388,)","[-1.1102230246251565e-16, -5.551115123125783e-17, 0.0, -122.87802999021751]",4,0.37,1.5,0.5
