Best individual,Fitness value
"[-0.014435307287018181, -0.0034254156602202823, 0.0037001317223310237, 0.0031994479160201636, -0.0017129799112825164, 0.0009836793964402698, 0.9969993793167855, -0.00014946403436244537, 0.9926501844418611, 0.012955886289525688]","(2.074248832124672,)"
"[0.020117738460491794, -0.011174091129788177, 0.0008006085226534287, -0.007908323384222732, -0.0011624493434079855, 0.002993861108571416, -0.002427776918505862, 0.0016110019466015245, 0.9993588969171348, -0.0001651887476148417]","(1.1200163778011447,)"
"[-0.0018272508322872026, 0.005520067537848569, -0.0032314893956936486, 0.9939480143870163, 0.007922020361501646, 0.9958194564061318, -0.005526491136534177, 0.9956210756743147, -0.002483702258275138, 0.006559718892633451]","(3.022358641313188,)"
"[0.0034551307876041007, 0.0060416290395747165, 0.001583631723045112, -0.0004203117513917193, -0.017920864435787776, 0.9939311284764565, -0.010719625455348762, -0.007792463591321304, -0.9974186994548819, 0.0002199038977493327]","(2.099960189547712,)"
"[0.0023348232682949203, -0.005470459942238083, 0.006180376155399413, 0.01675430219487909, -0.004616442013441958, -0.003862782361478405, 0.9910597789983494, 0.021552943730335186, 0.004520019669405535, -0.0027595845995074114]","(1.1729767647476024,)"
