Best individual,Fitness value
"[0.00031684631288956275, -2.176456385179562e-05]","(2.0010867407549426e-05,)"
"[0.00035096350685672167, 0.0006827471500740903]","(0.0001169160866911767,)"
"[0.00010594799271764735, -0.00018918461691199665]","(9.327561111049931e-06,)"
"[0.00013961174037700557, -3.680285640606136e-05]","(4.135659056103691e-06,)"
"[0.0002524961712621289, 0.0011652861803002337]","(0.00028204215771587826,)"
