Best individual,Fitness value
"[0.007077387378505111, -0.995319214812705, 0.991045928641948, -2.0211429419132005, 1.0014214043694303, 0.9868144821187663, 0.02420023938201544, -0.9934836367027781, -0.9913742022437088, 1.0188515593582697]","(11.404376033421642,)"
"[-1.0091600139051082, 0.9948366126773714, -0.006691387887895502, 1.9858050871823933, 0.9996879033122698, 1.9900142247621084, 0.9834459971210019, 0.9869702780949966, -0.003897120382276865, 1.0023898903538897]","(14.038941902914218,)"
"[0.001014057861771664, 0.9950577335935392, 0.9960105603793961, 1.9821629246808572, 0.9945724393945963, -0.995695887171925, -0.9953653785180137, 0.0007940867232324667, 0.0010776150130669222, -0.994420432318571]","(9.962469483502103,)"
"[-0.00036488381566763677, -1.9943363304351034, 0.001612500774517544, 0.994633548694313, -0.996626506845165, -0.0011754598619844955, -0.993525164114453, 0.9883002100269634, 0.9950304325873053, 0.0027897748969072903]","(8.97063136476336,)"
"[0.9962597997322632, 9.223730514451678e-05, 1.0094552302720308, -0.00227165713442581, -0.9922842637066579, 2.9750282145314753, -0.002857786540187983, -1.9951027456069705, -0.0026835083700149057, 0.991255753959891]","(16.98886602481285,)"
